RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       100600     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
 2802 3092     0     0  con    0  1.0D+00  1.9D-02  4.750D-03  2.450D-02
 2803 3093     0     0  con    0  1.0D+00  3.0D-02  3.226D-02  2.450D-02
 2804 3094     0     0  con    0  1.0D+00  2.7D-02  1.606D-02  2.450D-02
 2805 3095     0     0  con    0  1.0D+00  1.5D-02  9.252D-03  2.450D-02
 2806 3096     0     0  con    0  1.0D+00  9.8D-03  1.170D-02  2.450D-02
 2807 3097     0     0  con    0  1.0D+00  2.7D-02  1.200D-02  2.449D-02
 2808 3098     0     0  con    0  1.0D+00  1.0D-01  5.273D-03  2.449D-02
 2809 3100     0     0  con    1  5.2D-01  6.1D-02  6.597D-03  2.449D-02
 2810 3101     0     0  con    0  1.0D+00  4.4D-02  5.193D-03  2.449D-02
 2811 3103     0     0  con    1  5.0D-01  3.1D-02  1.196D-02  2.449D-02
 2812 3104     0     0  con    0  1.0D+00  1.2D-02  6.181D-03  2.449D-02
 2813 3105     0     0  con    0  1.0D+00  9.6D-03  3.685D-03  2.449D-02
 2814 3106     0     0  con    0  1.0D+00  2.1D-02  1.299D-02  2.449D-02
 2815 3107     0     0  con    0  1.0D+00  1.6D-02  1.143D-02  2.449D-02
 2816 3108     0     0  con    0  1.0D+00  6.7D-02  4.635D-02  2.449D-02
 2817 3109     0     0  con    0  1.0D+00  1.7D-02  1.855D-02  2.449D-02
 2818 3110     0     0  con    0  1.0D+00  5.6D-03  9.231D-03  2.449D-02
 2819 3111     0     0  con    0  1.0D+00  2.4D-02  1.757D-02  2.449D-02
 2820 3112     0     0  con    0  1.0D+00  3.1D-02  1.529D-02  2.449D-02
 2821 3113     0     0  con    0  1.0D+00  3.9D-02  6.191D-03  2.449D-02
 2822 3114     0     0  con    0  1.0D+00  1.5D-02  1.449D-02  2.449D-02
 2823 3115     0     0  con    0  1.0D+00  8.9D-03  9.038D-03  2.449D-02
 2824 3116     0     0  con    0  1.0D+00  5.1D-02  1.579D-02  2.449D-02
 2825 3117     0     0  con    0  1.0D+00  1.8D-02  7.107D-03  2.449D-02
 2826 3118     0     0  con    0  1.0D+00  2.0D-02  6.749D-03  2.449D-02
 2827 3119     0     0  con    0  1.0D+00  4.2D-03  1.034D-02  2.449D-02
 2828 3120     0     0  con    0  1.0D+00  5.0D-03  6.955D-03  2.449D-02
 2829 3121     0     0  con    0  1.0D+00  6.7D-03  7.419D-03  2.449D-02
 2830 3122     0     0  con    0  1.0D+00  5.2D-03  6.259D-03  2.449D-02
 2831 3123     0     0  con    0  1.0D+00  2.3D-02  1.369D-02  2.449D-02
 2832 3124     0     0  con    0  1.0D+00  4.6D-02  7.518D-03  2.449D-02
 2833 3125     0     0  con    0  1.0D+00  1.7D-02  2.934D-03  2.449D-02
 2834 3126     0     0  con    0  1.0D+00  1.3D-02  4.888D-03  2.449D-02
 2835 3127     0     0  con    0  1.0D+00  1.8D-02  3.422D-03  2.449D-02
 2836 3128     0     0  con    0  1.0D+00  6.1D-02  9.730D-03  2.449D-02
 2837 3129     0     0  con    0  1.0D+00  6.1D-02  1.734D-02  2.449D-02
 2838 3130     0     0  con    0  1.0D+00  3.6D-02  9.686D-03  2.449D-02
 2839 3131     0     0  con    0  1.0D+00  2.0D-02  5.315D-03  2.449D-02
 2840 3132     0     0  con    0  1.0D+00  2.2D-02  2.332D-02  2.449D-02
 2841 3133     0     0  con    0  1.0D+00  3.6D-03  1.104D-02  2.449D-02
 2842 3134     0     0  con    0  1.0D+00  1.2D-02  1.377D-02  2.449D-02
 2843 3135     0     0  con    0  1.0D+00  1.9D-02  2.108D-02  2.449D-02
 2844 3136     0     0  con    0  1.0D+00  8.1D-02  3.556D-02  2.448D-02
 2845 3137     0     0  con    0  1.0D+00  2.0D-01  4.638D-02  2.448D-02
 2846 3138     0     0  con    0  1.0D+00  1.1D-01  3.835D-02  2.448D-02
 2847 3139     0     0  con    0  1.0D+00  1.1D-01  9.773D-03  2.448D-02
 2848 3141     0     0  con    1  4.9D-01  7.0D-02  2.220D-02  2.448D-02
 2849 3142     0     0  con    0  1.0D+00  6.9D-02  1.103D-02  2.448D-02
 2850 3143     0     0  con    0  1.0D+00  1.9D-02  6.149D-03  2.448D-02
 2851 3144     0     0  con    0  1.0D+00  4.9D-02  3.953D-03  2.448D-02
 2852 3146     0     0  con    1  5.0D-01  3.0D-02  2.969D-02  2.448D-02
 2853 3147     0     0  con    0  1.0D+00  7.9D-02  2.321D-02  2.448D-02
 2854 3148     0     0  con    0  1.0D+00  4.9D-02  1.675D-02  2.448D-02
 2855 3149     0     0  con    0  1.0D+00  5.6D-02  1.856D-02  2.448D-02
 2856 3150     0     0  con    0  1.0D+00  7.0D-02  2.110D-02  2.448D-02
 2857 3151     0     0  con    0  1.0D+00  1.2D-01  1.841D-02  2.448D-02
 2858 3152     0     0  con    0  1.0D+00  1.1D-01  5.040D-03  2.448D-02
 2859 3153     0     0  con    0  1.0D+00  4.5D-02  1.149D-02  2.448D-02
 2860 3154     0     0  con    0  1.0D+00  6.7D-03  1.874D-02  2.448D-02
 2861 3155     0     0  con    0  1.0D+00  3.0D-02  1.327D-02  2.448D-02
 2862 3156     0     0  con    0  1.0D+00  1.5D-01  2.240D-02  2.448D-02
 2863 3157     0     0  con    0  1.0D+00  5.9D-02  9.293D-03  2.448D-02
 2864 3158     0     0  con    0  1.0D+00  1.7D-01  1.363D-02  2.447D-02
 2865 3161     0     0  con    2  3.0D-01  5.6D-02  3.943D-02  2.447D-02
 2866 3162     0     0  con    0  1.0D+00  6.6D-03  1.897D-02  2.447D-02
 2867 3163     0     0  con    0  1.0D+00  5.3D-03  8.083D-03  2.447D-02
 2868 3164     0     0  con    0  1.0D+00  1.3D-02  1.070D-02  2.447D-02
 2869 3165     0     0  con    0  1.0D+00  1.9D-02  1.716D-02  2.447D-02
 2870 3166     0     0  con    0  1.0D+00  5.7D-03  5.229D-03  2.447D-02
 2871 3167     0     0  con    0  1.0D+00  1.4D-03  2.619D-03  2.447D-02
 2872 3168     0     0  con    0  1.0D+00  4.3D-03  1.356D-02  2.447D-02
 2873 3169     0     0  con    0  1.0D+00  7.0D-03  1.815D-02  2.447D-02
 2874 3170     0     0  con    0  1.0D+00  1.4D-02  2.093D-02  2.447D-02
 2875 3172     0     0  con    1  5.1D-01  2.3D-02  2.142D-02  2.447D-02
 2876 3173     0     0  con    0  1.0D+00  3.8D-02  3.518D-03  2.447D-02
 2877 3174     0     0  con    0  1.0D+00  3.6D-02  4.696D-03  2.447D-02
 2878 3176     0     0  con    1  5.2D-01  1.5D-02  3.036D-02  2.447D-02
 2879 3177     0     0  con    0  1.0D+00  1.3D-02  2.359D-02  2.447D-02
 2880 3178     0     0  con    0  1.0D+00  1.4D-02  1.585D-02  2.447D-02
 2881 3179     0     0  con    0  1.0D+00  2.6D-02  1.687D-02  2.447D-02
 2882 3180     0     0  con    0  1.0D+00  2.5D-02  2.480D-02  2.447D-02
 2883 3181     0     0  con    0  1.0D+00  2.4D-02  1.287D-02  2.447D-02
 2884 3182     0     0  con    0  1.0D+00  3.9D-02  9.790D-03  2.447D-02
 2885 3183     0     0  con    0  1.0D+00  1.0D-02  5.797D-03  2.447D-02
 2886 3184     0     0  con    0  1.0D+00  9.8D-03  9.017D-03  2.447D-02
 2887 3185     0     0  con    0  1.0D+00  3.5D-02  1.550D-02  2.447D-02
 2888 3186     0     0  con    0  1.0D+00  1.0D-01  1.640D-02  2.447D-02
 2889 3189     0     0  con    2  2.7D-01  8.2D-02  4.581D-02  2.447D-02
 2890 3190     0     0  con    0  1.0D+00  1.1D-01  1.972D-02  2.447D-02
 2891 3191     0     0  con    0  1.0D+00  1.0D-01  1.266D-02  2.447D-02
 2892 3192     0     0  con    0  1.0D+00  3.4D-02  6.864D-03  2.447D-02
 2893 3193     0     0  con    0  1.0D+00  3.9D-02  3.266D-02  2.447D-02
 2894 3194     0     0  con    0  1.0D+00  7.6D-03  3.287D-03  2.447D-02
 2895 3195     0     0  con    0  1.0D+00  3.1D-03  7.163D-03  2.447D-02
 2896 3196     0     0  con    0  1.0D+00  1.3D-02  1.421D-02  2.447D-02
 2897 3197     0     0  con    0  1.0D+00  5.0D-02  1.963D-02  2.447D-02
 2898 3198     0     0  con    0  1.0D+00  2.7D-01  8.253D-03  2.447D-02
 2899 3199     0     0  con    0  1.0D+00  3.3D-02  5.507D-03  2.447D-02
 2900 3200     0     0  con    0  1.0D+00  1.0D-01  7.698D-03  2.446D-02
 2901 3201     0     0  con    0  1.0D+00  9.0D-02  2.151D-02  2.446D-02
 2902 3203     0     0  con    1  5.2D-01  9.3D-02  7.079D-03  2.446D-02
 2903 3204     0     0  con    0  1.0D+00  3.0D-03  5.794D-03  2.446D-02
 2904 3205     0     0  con    0  1.0D+00  5.2D-03  7.666D-03  2.446D-02
 2905 3206     0     0  con    0  1.0D+00  1.7D-02  2.749D-02  2.446D-02
 2906 3207     0     0  con    0  1.0D+00  5.8D-03  9.435D-03  2.446D-02
 2907 3208     0     0  con    0  1.0D+00  1.4D-02  1.047D-02  2.446D-02
 2908 3209     0     0  con    0  1.0D+00  2.6D-02  7.525D-03  2.446D-02
 2909 3210     0     0  con    0  1.0D+00  2.2D-02  3.215D-03  2.446D-02
 2910 3211     0     0  con    0  1.0D+00  4.5D-02  2.204D-02  2.446D-02
 2911 3212     0     0  con    0  1.0D+00  3.6D-02  7.937D-03  2.446D-02
 2912 3213     0     0  con    0  1.0D+00  1.1D-02  4.379D-03  2.446D-02
 2913 3214     0     0  con    0  1.0D+00  1.7D-02  1.365D-02  2.446D-02
 2914 3215     0     0  con    0  1.0D+00  3.8D-02  1.173D-02  2.446D-02
 2915 3216     0     0  con    0  1.0D+00  2.3D-02  1.014D-02  2.446D-02
 2916 3217     0     0  con    0  1.0D+00  6.1D-02  7.472D-03  2.446D-02
 2917 3219     0     0  con    1  5.0D-01  4.5D-02  2.093D-02  2.446D-02
 2918 3220     0     0  con    0  1.0D+00  5.1D-02  4.897D-03  2.446D-02
 2919 3221     0     0  con    0  1.0D+00  3.4D-02  3.524D-03  2.446D-02
 2920 3222     0     0  con    0  1.0D+00  2.2D-02  6.109D-03  2.446D-02
 2921 3223     0     0  con    0  1.0D+00  4.2D-02  7.492D-03  2.446D-02
 2922 3224     0     0  con    0  1.0D+00  7.6D-02  1.715D-02  2.446D-02
 2923 3225     0     0  con    0  1.0D+00  6.7D-02  9.772D-03  2.446D-02
 2924 3226     0     0  con    0  1.0D+00  6.1D-02  1.682D-03  2.446D-02
 2925 3227     0     0  con    0  1.0D+00  1.1D-01  1.642D-02  2.446D-02
 2926 3228     0     0  con    0  1.0D+00  1.2D-01  3.055D-02  2.446D-02
 2927 3229     0     0  con    0  1.0D+00  2.1D-01  2.407D-02  2.446D-02
 2928 3230     0     0  con    0  1.0D+00  7.5D-02  3.150D-02  2.446D-02
 2929 3231     0     0  con    0  1.0D+00  5.2D-03  2.283D-02  2.446D-02
 2930 3232     0     0  con    0  1.0D+00  3.1D-02  8.859D-03  2.446D-02
 2931 3233     0     0  con    0  1.0D+00  3.1D-02  2.756D-03  2.446D-02
 2932 3234     0     0  con    0  1.0D+00  3.3D-02  3.969D-03  2.446D-02
 2933 3235     0     0  con    0  1.0D+00  1.2D-01  7.083D-03  2.446D-02
 2934 3239     0     0  con    3  1.5D-01  4.8D-02  1.717D-02  2.446D-02
 2935 3240     0     0  con    0  1.0D+00  5.1D-02  6.357D-03  2.446D-02
 2936 3241     0     0  con    0  1.0D+00  2.0D-02  3.225D-03  2.446D-02
 2937 3242     0     0  con    0  1.0D+00  4.8D-02  2.097D-02  2.446D-02
 2938 3243     0     0  con    0  1.0D+00  6.4D-03  9.746D-03  2.446D-02
 2939 3244     0     0  con    0  1.0D+00  1.3D-02  9.745D-03  2.446D-02
 2940 3245     0     0  con    0  1.0D+00  7.0D-03  1.453D-02  2.445D-02
 2941 3246     0     0  con    0  1.0D+00  1.1D-02  2.528D-02  2.445D-02
 2942 3247     0     0  con    0  1.0D+00  2.1D-02  1.368D-02  2.445D-02
 2943 3248     0     0  con    0  1.0D+00  3.7D-02  1.240D-02  2.445D-02
 2944 3249     0     0  con    0  1.0D+00  1.1D-01  7.329D-03  2.445D-02
 2945 3250     0     0  con    0  1.0D+00  1.7D-01  1.426D-02  2.445D-02
 2946 3251     0     0  con    0  1.0D+00  2.1D-01  4.926D-03  2.445D-02
 2947 3252     0     0  con    0  1.0D+00  1.6D-01  5.258D-03  2.445D-02
 2948 3253     0     0  con    0  1.0D+00  7.5D-02  4.966D-03  2.445D-02
 2949 3254     0     0  con    0  1.0D+00  3.1D-02  3.169D-03  2.445D-02
 2950 3255     0     0  con    0  1.0D+00  2.0D-02  1.823D-02  2.445D-02
 2951 3256     0     0  con    0  1.0D+00  9.5D-03  1.404D-02  2.445D-02
 2952 3257     0     0  con    0  1.0D+00  9.0D-02  2.362D-02  2.445D-02
 2953 3258     0     0  con    0  1.0D+00  1.7D-01  4.618D-02  2.445D-02
 2954 3259     0     0  con    0  1.0D+00  2.6D-02  1.375D-02  2.445D-02
 2955 3260     0     0  con    0  1.0D+00  7.1D-02  1.666D-02  2.445D-02
 2956 3261     0     0  con    0  1.0D+00  8.4D-02  1.982D-02  2.445D-02
 2957 3262     0     0  con    0  1.0D+00  2.1D-01  1.874D-02  2.445D-02
 2958 3263     0     0  con    0  1.0D+00  4.4D-02  1.241D-02  2.445D-02
 2959 3264     0     0  con    0  1.0D+00  2.7D-02  5.262D-03  2.445D-02
 2960 3265     0     0  con    0  1.0D+00  5.3D-03  4.826D-03  2.445D-02
 2961 3266     0     0  con    0  1.0D+00  9.3D-03  5.128D-03  2.445D-02
 2962 3268     0     0  con    1  4.8D-01  1.3D-02  1.048D-02  2.445D-02
 2963 3269     0     0  con    0  1.0D+00  4.6D-02  5.230D-03  2.445D-02
 2964 3270     0     0  con    0  1.0D+00  8.8D-02  9.299D-03  2.445D-02
 2965 3272     0     0  con    1  5.3D-01  3.5D-02  2.978D-02  2.445D-02
 2966 3273     0     0  con    0  1.0D+00  8.1D-02  8.463D-03  2.445D-02
 2967 3274     0     0  con    0  1.0D+00  2.4D-02  5.352D-03  2.445D-02
 2968 3275     0     0  con    0  1.0D+00  6.1D-02  5.024D-03  2.445D-02
 2969 3276     0     0  con    0  1.0D+00  1.2D-01  3.560D-03  2.445D-02
 2970 3277     0     0  con    0  1.0D+00  1.5D-01  3.010D-02  2.445D-02
 2971 3278     0     0  con    0  1.0D+00  4.1D-02  1.348D-02  2.445D-02
 2972 3279     0     0  con    0  1.0D+00  4.9D-02  1.860D-02  2.445D-02
 2973 3280     0     0  con    0  1.0D+00  5.5D-02  2.493D-02  2.445D-02
 2974 3281     0     0  con    0  1.0D+00  6.6D-02  1.870D-02  2.444D-02
 2975 3283     0     0  con    1  5.0D-01  1.7D-01  3.552D-02  2.444D-02
 2976 3284     0     0  con    0  1.0D+00  3.7D-02  1.479D-02  2.444D-02
 2977 3285     0     0  con    0  1.0D+00  1.5D-02  1.926D-02  2.444D-02
 2978 3287     0     0  con    1  5.4D-01  6.7D-02  7.617D-02  2.444D-02
 2979 3288     0     0  con    0  1.0D+00  4.8D-02  2.226D-02  2.444D-02
 2980 3289     0     0  con    0  1.0D+00  3.1D-03  6.703D-03  2.444D-02
 2981 3290     0     0  con    0  1.0D+00  1.9D-02  1.370D-02  2.444D-02
 2982 3291     0     0  con    0  1.0D+00  2.5D-02  2.087D-02  2.444D-02
 2983 3292     0     0  con    0  1.0D+00  3.1D-02  2.279D-02  2.444D-02
 2984 3294     0     0  con    1  5.1D-01  6.6D-02  1.632D-02  2.444D-02
 2985 3295     0     0  con    0  1.0D+00  2.9D-03  4.257D-03  2.444D-02
 2986 3296     0     0  con    0  1.0D+00  1.5D-02  1.704D-02  2.444D-02
 2987 3297     0     0  con    0  1.0D+00  1.6D-02  2.295D-02  2.444D-02
 2988 3298     0     0  con    0  1.0D+00  5.8D-02  2.908D-02  2.444D-02
 2989 3299     0     0  con    0  1.0D+00  1.6D-01  3.604D-02  2.444D-02
 2990 3300     0     0  con    0  1.0D+00  2.7D-01  3.050D-02  2.444D-02
 2991 3301     0     0  con    0  1.0D+00  6.8D-02  1.343D-02  2.444D-02
 2992 3302     0     0  con    0  1.0D+00  1.1D-02  7.878D-03  2.444D-02
 2993 3303     0     0  con    0  1.0D+00  4.2D-02  1.415D-02  2.444D-02
 2994 3304     0     0  con    0  1.0D+00  7.4D-02  1.337D-02  2.444D-02
 2995 3305     0     0  con    0  1.0D+00  5.8D-02  9.408D-03  2.444D-02
 2996 3306     0     0  con    0  1.0D+00  8.3D-02  1.484D-02  2.444D-02
 2997 3307     0     0  con    0  1.0D+00  1.3D-01  1.429D-02  2.444D-02
 2998 3308     0     0  con    0  1.0D+00  3.5D-02  1.423D-02  2.444D-02
 2999 3309     0     0  con    0  1.0D+00  3.6D-03  1.037D-02  2.444D-02
 3000 3310     0     0  con    0  1.0D+00  9.1D-02  1.822D-02  2.444D-02
 3001 3311     0     0  con    0  1.0D+00  2.0D-01  9.124D-03  2.443D-02
 3002 3312     0     0  con    0  1.0D+00  1.1D-01  1.919D-02  2.443D-02
 3003 3313     0     0  con    0  1.0D+00  9.0D-02  1.042D-02  2.443D-02
 3004 3314     0     0  con    0  1.0D+00  2.8D-03  7.005D-03  2.443D-02
 3005 3315     0     0  con    0  1.0D+00  9.4D-03  8.732D-03  2.443D-02
 3006 3316     0     0  con    0  1.0D+00  3.1D-02  7.730D-03  2.443D-02
 3007 3317     0     0  con    0  1.0D+00  9.4D-02  9.305D-03  2.443D-02
 3008 3319     0     0  con    1  5.2D-01  2.1D-01  2.573D-02  2.443D-02
 3009 3320     0     0  con    0  1.0D+00  2.2D-01  4.065D-02  2.443D-02
 3010 3321     0     0  con    0  1.0D+00  1.5D-02  1.701D-02  2.443D-02
 3011 3322     0     0  con    0  1.0D+00  7.8D-02  4.941D-03  2.443D-02
 3012 3323     0     0  con    0  1.0D+00  7.3D-02  8.338D-03  2.443D-02
 3013 3324     0     0  con    0  1.0D+00  2.0D-01  1.785D-02  2.443D-02
 3014 3325     0     0  con    0  1.0D+00  3.6D-01  3.581D-02  2.443D-02
 3015 3327     0     0  con    1  5.2D-01  1.9D-01  8.201D-03  2.443D-02
 3016 3328     0     0  con    0  1.0D+00  1.7D-02  1.367D-02  2.443D-02
 3017 3329     0     0  con    0  1.0D+00  3.5D-02  6.766D-03  2.443D-02
 3018 3330     0     0  con    0  1.0D+00  2.6D-02  4.501D-03  2.443D-02
 3019 3331     0     0  con    0  1.0D+00  5.1D-02  2.106D-02  2.443D-02
 3020 3332     0     0  con    0  1.0D+00  8.1D-03  1.181D-02  2.443D-02
 3021 3334     0     0  con    1  5.1D-01  6.8D-02  3.701D-02  2.443D-02
 3022 3335     0     0  con    0  1.0D+00  2.9D-02  1.552D-02  2.443D-02
 3023 3336     0     0  con    0  1.0D+00  1.0D-01  2.046D-02  2.443D-02
 3024 3337     0     0  con    0  1.0D+00  9.6D-02  3.009D-02  2.442D-02
 3025 3338     0     0  con    0  1.0D+00  1.5D-01  2.690D-02  2.442D-02
 3026 3340     0     0  con    1  5.4D-01  5.9D-02  4.732D-02  2.442D-02
 3027 3341     0     0  con    0  1.0D+00  3.6D-03  5.604D-03  2.442D-02
 3028 3342     0     0  con    0  1.0D+00  2.9D-02  7.877D-03  2.442D-02
 3029 3343     0     0  con    0  1.0D+00  2.4D-02  1.136D-02  2.442D-02
 3030 3344     0     0  con    0  1.0D+00  1.9D-02  1.449D-02  2.442D-02
 3031 3345     0     0  con    0  1.0D+00  2.5D-02  5.314D-03  2.442D-02
 3032 3346     0     0  con    0  1.0D+00  2.0D-02  3.823D-02  2.442D-02
 3033 3347     0     0  con    0  1.0D+00  4.6D-02  4.869D-03  2.442D-02
 3034 3348     0     0  con    0  1.0D+00  2.8D-02  8.100D-03  2.442D-02
 3035 3349     0     0  con    0  1.0D+00  4.5D-02  1.275D-02  2.442D-02
 3036 3350     0     0  con    0  1.0D+00  7.4D-02  1.881D-02  2.442D-02
 3037 3351     0     0  con    0  1.0D+00  1.7D-01  2.564D-02  2.442D-02
 3038 3353     0     0  con    1  5.3D-01  1.4D-01  5.848D-02  2.442D-02
 3039 3354     0     0  con    0  1.0D+00  1.1D-01  2.673D-02  2.442D-02
 3040 3355     0     0  con    0  1.0D+00  4.2D-02  5.724D-03  2.442D-02
 3041 3356     0     0  con    0  1.0D+00  1.7D-02  1.171D-02  2.442D-02
 3042 3357     0     0  con    0  1.0D+00  9.5D-02  1.508D-02  2.442D-02
 3043 3358     0     0  con    0  1.0D+00  2.4D-01  3.219D-02  2.442D-02
 3044 3359     0     0  con    0  1.0D+00  9.4D-02  6.917D-02  2.442D-02
 3045 3360     0     0  con    0  1.0D+00  8.4D-02  7.534D-03  2.442D-02
 3046 3361     0     0  con    0  1.0D+00  2.8D-02  5.070D-03  2.441D-02
 3047 3362     0     0  con    0  1.0D+00  9.1D-02  1.448D-02  2.441D-02
 3048 3363     0     0  con    0  1.0D+00  6.3D-02  1.550D-02  2.441D-02
 3049 3365     0     0  con    1  5.0D-01  1.1D-01  8.642D-03  2.441D-02
 3050 3366     0     0  con    0  1.0D+00  8.0D-02  1.078D-02  2.441D-02
 3051 3367     0     0  con    0  1.0D+00  4.8D-02  4.476D-03  2.441D-02
 3052 3368     0     0  con    0  1.0D+00  3.3D-02  4.778D-03  2.441D-02
 3053 3369     0     0  con    0  1.0D+00  1.7D-02  1.071D-02  2.441D-02
 3054 3370     0     0  con    0  1.0D+00  1.1D-02  1.036D-02  2.441D-02
 3055 3372     0     0  con    1  5.1D-01  1.3D-01  3.027D-02  2.441D-02
 3056 3373     0     0  con    0  1.0D+00  4.2D-02  1.696D-02  2.441D-02
 3057 3374     0     0  con    0  1.0D+00  5.4D-02  1.104D-02  2.441D-02
 3058 3375     0     0  con    0  1.0D+00  1.9D-02  9.713D-03  2.441D-02
 3059 3376     0     0  con    0  1.0D+00  1.3D-02  1.960D-02  2.441D-02
 3060 3377     0     0  con    0  1.0D+00  5.2D-03  2.221D-02  2.441D-02
 3061 3378     0     0  con    0  1.0D+00  2.2D-02  3.751D-02  2.441D-02
 3062 3379     0     0  con    0  1.0D+00  4.4D-02  1.366D-02  2.441D-02
 3063 3380     0     0  con    0  1.0D+00  2.3D-02  9.384D-03  2.441D-02
 3064 3381     0     0  con    0  1.0D+00  6.7D-02  9.524D-03  2.441D-02
 3065 3382     0     0  con    0  1.0D+00  7.0D-02  7.780D-03  2.441D-02
 3066 3383     0     0  con    0  1.0D+00  6.4D-02  6.293D-03  2.441D-02
 3067 3384     0     0  con    0  1.0D+00  1.6D-01  8.178D-03  2.441D-02
 3068 3386     0     0  con    1  5.1D-01  7.2D-02  3.042D-02  2.441D-02
 3069 3387     0     0  con    0  1.0D+00  8.7D-02  1.310D-02  2.441D-02
 3070 3388     0     0  con    0  1.0D+00  1.2D-01  7.254D-03  2.441D-02
 3071 3389     0     0  con    0  1.0D+00  1.2D-01  1.033D-02  2.441D-02
 3072 3391     0     0  con    1  4.8D-01  8.5D-02  2.021D-02  2.441D-02
 3073 3392     0     0  con    0  1.0D+00  8.2D-02  6.556D-03  2.441D-02
 3074 3393     0     0  con    0  1.0D+00  1.8D-02  5.419D-03  2.441D-02
 3075 3394     0     0  con    0  1.0D+00  1.7D-02  8.453D-03  2.440D-02
 3076 3395     0     0  con    0  1.0D+00  1.4D-02  1.370D-02  2.440D-02
 3077 3396     0     0  con    0  1.0D+00  7.7D-02  2.513D-02  2.440D-02
 3078 3397     0     0  con    0  1.0D+00  3.0D-01  9.621D-03  2.440D-02
 3079 3398     0     0  con    0  1.0D+00  9.4D-03  2.377D-02  2.440D-02
 3080 3399     0     0  con    0  1.0D+00  4.2D-02  9.071D-03  2.440D-02
 3081 3400     0     0  con    0  1.0D+00  1.1D-01  3.827D-02  2.440D-02
 3082 3401     0     0  con    0  1.0D+00  1.3D-02  1.289D-02  2.440D-02
 3083 3402     0     0  con    0  1.0D+00  7.6D-03  1.686D-02  2.440D-02
 3084 3403     0     0  con    0  1.0D+00  2.4D-02  2.041D-02  2.440D-02
 3085 3406     0     0  con    2  2.6D-01  1.2D-02  9.852D-03  2.440D-02
 3086 3407     0     0  con    0  1.0D+00  1.5D-02  7.126D-03  2.440D-02
 3087 3408     0     0  con    0  1.0D+00  3.5D-02  8.355D-03  2.440D-02
 3088 3409     0     0  con    0  1.0D+00  5.9D-02  1.697D-02  2.440D-02
 3089 3410     0     0  con    0  1.0D+00  8.2D-02  1.907D-02  2.440D-02
 3090 3412     0     0  con    1  5.4D-01  1.9D-01  1.600D-02  2.440D-02
 3091 3413     0     0  con    0  1.0D+00  7.2D-03  7.174D-03  2.440D-02
 3092 3414     0     0  con    0  1.0D+00  2.8D-02  4.221D-03  2.440D-02
 3093 3415     0     0  con    0  1.0D+00  1.5D-02  1.918D-02  2.440D-02
 3094 3416     0     0  con    0  1.0D+00  1.3D-02  1.250D-02  2.440D-02
 3095 3417     0     0  con    0  1.0D+00  6.7D-03  1.032D-02  2.440D-02
 3096 3418     0     0  con    0  1.0D+00  5.2D-02  1.435D-02  2.440D-02
 3097 3420     0     0  con    1  5.0D-01  4.9D-02  1.869D-02  2.440D-02
 3098 3421     0     0  con    0  1.0D+00  2.1D-02  1.155D-02  2.440D-02
 3099 3422     0     0  con    0  1.0D+00  3.8D-02  2.032D-02  2.440D-02
 3100 3423     0     0  con    0  1.0D+00  4.9D-02  1.833D-02  2.439D-02
 3101 3424     0     0  con    0  1.0D+00  7.5D-02  3.118D-03  2.439D-02
 3102 3425     0     0  con    0  1.0D+00  3.3D-02  2.541D-03  2.439D-02
 3103 3426     0     0  con    0  1.0D+00  1.2D-02  4.112D-03  2.439D-02
 3104 3427     0     0  con    0  1.0D+00  3.2D-03  4.461D-03  2.439D-02
 3105 3428     0     0  con    0  1.0D+00  3.9D-02  1.238D-02  2.439D-02
 3106 3429     0     0  con    0  1.0D+00  1.2D-01  1.430D-02  2.439D-02
 3107 3430     0     0  con    0  1.0D+00  1.4D-01  1.866D-02  2.439D-02
 3108 3431     0     0  con    0  1.0D+00  1.1D-01  2.047D-02  2.439D-02
 3109 3432     0     0  con    0  1.0D+00  5.3D-02  9.145D-03  2.439D-02
 3110 3433     0     0  con    0  1.0D+00  3.8D-02  9.284D-03  2.439D-02
 3111 3434     0     0  con    0  1.0D+00  1.7D-01  4.003D-03  2.439D-02
 3112 3435     0     0  con    0  1.0D+00  1.5D-01  4.071D-03  2.439D-02
 3113 3436     0     0  con    0  1.0D+00  1.7D-01  4.119D-03  2.439D-02
 3114 3437     0     0  con    0  1.0D+00  5.0D-03  4.845D-03  2.439D-02
 3115 3438     0     0  con    0  1.0D+00  3.3D-02  3.231D-03  2.439D-02
 3116 3439     0     0  con    0  1.0D+00  6.8D-02  5.417D-03  2.439D-02
 3117 3440     0     0  con    0  1.0D+00  9.9D-02  3.662D-02  2.439D-02
 3118 3441     0     0  con    0  1.0D+00  9.9D-02  8.840D-03  2.439D-02
 3119 3442     0     0  con    0  1.0D+00  4.2D-02  1.492D-02  2.439D-02
 3120 3443     0     0  con    0  1.0D+00  4.8D-02  2.333D-02  2.439D-02
 3121 3445     0     0  con    1  5.1D-01  5.4D-02  1.351D-02  2.439D-02
